RPM,Torque [ft-lb],Power [hp]
5824.554131619215,23.444036538144427,26.245520590411118
5825.432780399873,23.44851447251271,26.251411141260363
5826.311429180532,23.453033293374894,26.25740833521119
5827.1900779611915,23.457591933383984,26.26351029512523
5828.068726741851,23.46218932519298,26.269715143864108
5828.947375522509,23.46682440145489,26.276021004289447
5829.826024303168,23.47149609482273,26.282425999262887
5830.704673083827,23.476203337949496,26.288928251646063
5831.583321864486,23.48094506348819,26.295525884300584
5832.461970645145,23.485720204091834,26.3022170200881
5833.340619425804,23.49052769241343,26.308999781870238
5834.219268206462,23.495366461105974,26.315872292508615
5835.097916987122,23.50023544282248,26.32283267486488
5835.976565767781,23.505133570215957,26.329879051800646
5836.85521454844,23.510059775939407,26.33700954617755
5837.733863329098,23.515012992645836,26.34422228085721
5838.6125121097575,23.51999215298826,26.35151537870128
5839.491160890417,23.524996189619674,26.35888696257137
5840.369809671075,23.530024035193087,26.36633515532911
5841.248458451734,23.53507462236151,26.373858079836143
5842.127107232393,23.540146883777947,26.381453858954096
5843.005756013052,23.545239752095394,26.38912061554458
5843.884404793711,23.55035215996688,26.39685647246925
5844.76305357437,23.555483040045395,26.404659552589727
5845.641702355029,23.56063132498395,26.41252797876763
5846.520351135688,23.565795947435547,26.420459873864594
5847.398999916347,23.5709758400532,26.42845336074226
5848.277648697006,23.57616993548991,26.436506562262252
5849.156297477664,23.58137716639868,26.444617601286186
5850.0349462583235,23.58659646543253,26.452784600675713
5850.913595038983,23.59182676524446,26.461005683292452
5851.792243819642,23.59706699848747,26.469278971998033
5852.6708926003,23.602316097814565,26.477602589654076
5853.549541380959,23.60757299587877,26.48597465912223
5854.428190161619,23.612836625333074,26.49439330326412
5855.306838942277,23.618105918830484,26.502856644941357
5856.185487722936,23.62337980902402,26.5113628070156
5857.064136503595,23.628657228566677,26.51990991234846
5857.942785284254,23.633937110111454,26.528496083801564
5858.821434064913,23.639218386311377,26.537119444236563
5859.700082845572,23.644499989819444,26.545778116515063
5860.578731626231,23.64978085328866,26.55447022349871
5861.45738040689,23.655059909372028,26.563193888049113
5862.336029187549,23.660336090722556,26.571947233027927
5863.214677968208,23.66560832999326,26.580728381296773
5864.093326748866,23.670875559837132,26.589535455717265
5864.9719755295255,23.67613671290719,26.598366579151058
5865.850624310185,23.68139072185644,26.607219874459766
5866.729273090843,23.686636519337878,26.61609346450502
5867.607921871502,23.69187303800452,26.624985472148452
5868.486570652161,23.697099210509375,26.6338940202517
5869.365219432821,23.70231396950544,26.642817231676386
5870.243868213479,23.707516247645724,26.65175322928413
5871.122516994138,23.712704977583233,26.660700135936573
5872.001165774797,23.717879091970982,26.66965607449535
5872.879814555456,23.723037523461965,26.678619167822074
5873.758463336115,23.728179218594907,26.68758753877839
5874.637112116774,23.73330373963154,26.69655931022593
5875.515760897433,23.738411495598843,26.70553260502631
5876.3944096780915,23.74350295709356,26.714505546041156
5877.273058458751,23.748578594712466,26.72347625613212
5878.15170723941,23.75363887905231,26.73244285816082
5879.030356020068,23.758684280709836,26.74140347498887
5879.909004800727,23.763715270281814,26.750356229477934
5880.787653581387,23.768732318364986,26.759299244489615
5881.666302362045,23.773735895556115,26.768230642885545
5882.544951142704,23.77872647245196,26.777148547527368
5883.423599923363,23.783704519649266,26.786051081276703
5884.3022487040225,23.788670507744797,26.794936366995188
5885.180897484681,23.7936249073353,26.80380252754443
5886.05954626534,23.798568189017537,26.81264768578609
5886.938195045999,23.80350082338826,26.821469964581777
5887.8168438266575,23.80842328104422,26.83026748679312
5888.695492607317,23.813336032582182,26.839038375281763
5889.574141387976,23.818239548598896,26.847780752909333
5890.452790168634,23.82313429969111,26.856492742537444
5891.331438949293,23.828020756455594,26.865172467027747
5892.210087729953,23.83289938948909,26.873818049241862
5893.088736510612,23.837770669388355,26.882427612041415
5893.96738529127,23.84263506675015,26.89099927828803
5894.846034071929,23.84749305217123,26.899531170843357
5895.724682852589,23.85234509624835,26.908021685987986
5896.603331633247,23.857191669578253,26.9164711720418
5897.481980413906,23.86203324275771,26.9248808260577
5898.360629194565,23.866870286383474,26.933251848561984
5899.2392779752245,23.87170327105229,26.941585440080978
5900.117926755883,23.876532667360916,26.949882801140983
5900.996575536542,23.881358945906115,26.95814513226834
5901.875224317201,23.886182577284636,26.96637363398935
5902.7538730978595,23.891004032093228,26.974569506830314
5903.632521878519,23.895823780928666,26.98273395131758
5904.511170659178,23.90064229438769,26.990868167977442
5905.389819439836,23.90546004306705,26.998973357336205
5906.268468220495,23.910277497563513,27.00705071992022
5907.147117001155,23.915095128473833,27.015101456255774
5908.025765781814,23.91991340639476,27.023126766869193
5908.904414562472,23.924732801923046,27.031127852286787
5909.783063343131,23.929553785655457,27.039105913034877
5910.6617121237905,23.93437682818874,27.04706214963978
5911.540360904449,23.939202400119648,27.054997762627796
5912.419009685108,23.94403097204495,27.06291395252526
5913.297658465767,23.94886301456139,27.07081191985849
5914.1763072464255,23.95369899826571,27.078692865153776
5915.054956027085,23.958539393754698,27.08655798893746
5915.933604807744,23.963384671625086,27.094408491735848
5916.812253588403,23.968235302473634,27.102245574075255
5917.690902369061,23.97309175689709,27.110070436481987
5918.569551149721,23.977954505492225,27.11788427948238
5919.44819993038,23.982824018855784,27.125688303602733
5920.326848711038,23.98770076758452,27.133483709369365
5921.205497491697,23.992585222275196,27.1412716973086
5922.0841462723565,23.99747785352456,27.149053467946743
5922.962795053016,24.00237913192937,27.156830221810125
5923.841443833674,24.00728952808638,27.16460315942503
5924.720092614333,24.012209512592346,27.172373481317816
5925.598741394992,24.017139556044025,27.18014238801477
5926.477390175651,24.022080129038166,27.187911080042205
5927.35603895631,24.027031702171534,27.195680757926457
5928.234687736969,24.03199474604088,27.20345262219383
5929.113336517628,24.036969731242955,27.211227873370643
5929.991985298287,24.041957128374513,27.2190077119832
5930.870634078946,24.046957408032313,27.226793338557833
5931.749282859605,24.051971040813118,27.23458595362085
