radius_of_curvature_m,x,y
-67.684403,60.385771,-21.233152
-113.743461,60.330578,-21.147936
-378.129027,60.275451,-21.062656
285.073122,60.220342,-20.977353
104.256569,60.165205,-20.892073
63.701138,60.110000,-20.806869
45.949463,60.054691,-20.721803
35.535645,59.999249,-20.636943
29.344523,59.943602,-20.552296
25.025907,59.887704,-20.467903
21.544121,59.831540,-20.383850
19.620408,59.775099,-20.300227
18.260834,59.718277,-20.216965
17.330188,59.661048,-20.134089
16.650566,59.603417,-20.051656
16.851576,59.545397,-19.969717
17.117717,59.486940,-19.888193
17.454472,59.428037,-19.807055
18.191932,59.368713,-19.726312
19.390973,59.309004,-19.645973
21.377377,59.248931,-19.566007
23.215347,59.188495,-19.486339
26.038332,59.127741,-19.406960
29.824606,59.066702,-19.327840
36.690508,59.005429,-19.248962
46.698744,58.943946,-19.170257
67.457653,58.882301,-19.091689
120.552473,58.820544,-19.013219
432.819012,58.758726,-18.934806
-309.415458,58.696893,-18.856412
-121.184431,58.635085,-18.778000
-78.141830,58.573342,-18.699538
-59.175215,58.511701,-18.621001
-48.754760,58.450192,-18.542361
-42.226699,58.388840,-18.463591
-38.070988,58.327665,-18.384666
-35.231958,58.266693,-18.305576
-33.364123,58.205937,-18.226303
-32.218480,58.145401,-18.146828
-31.741360,58.085087,-18.067133
-32.078900,58.024992,-17.987209
-32.671398,57.965129,-17.907075
-33.894359,57.905476,-17.826711
-35.956686,57.846014,-17.746110
-39.161826,57.786712,-17.665258
-42.620623,57.727579,-17.584199
-46.707511,57.668600,-17.502952
-51.642427,57.609738,-17.421497
-58.338424,57.550965,-17.339832
-68.029607,57.492236,-17.257930
-79.950029,57.433603,-17.175906
-97.614106,57.375031,-17.093748
-126.192348,57.316479,-17.011438
-178.360108,57.257902,-16.928953
-260.527877,57.199256,-16.846271
-518.814587,57.140633,-16.763552
-4848.156547,57.082002,-16.680787
723.928885,57.023336,-16.597970
345.767927,56.964615,-16.515099
245.627795,56.905821,-16.432176
189.407176,56.846990,-16.349273
158.927468,56.788118,-16.266406
140.336348,56.729202,-16.183589
128.729671,56.670249,-16.100847
120.798766,56.611271,-16.018206
117.414502,56.552265,-15.935674
115.913188,56.493213,-15.853226
116.977555,56.434145,-15.770908
119.492870,56.375102,-15.688774
128.056593,56.316126,-15.606880
138.172273,56.257204,-15.525194
156.022255,56.198268,-15.443616
183.927460,56.139388,-15.362223
224.795438,56.080633,-15.281097
342.368518,56.022071,-15.200312
737.036242,55.963640,-15.119757
-6284.074135,55.905255,-15.039288
-524.318410,55.846984,-14.958974
-281.922781,55.788891,-14.878873
-180.988589,55.731035,-14.799038
-137.538214,55.673277,-14.719249
-112.838031,55.615612,-14.639468
-95.596584,55.558069,-14.559710
-82.975150,55.500669,-14.479978
-74.166816,55.443424,-14.400262
-67.046988,55.386290,-14.320477
-61.602987,55.329247,-14.240574
-56.578807,55.272281,-14.160508
-54.685949,55.215368,-14.080225
-52.069138,55.158551,-13.999768
-50.352239,55.101830,-13.919126
-50.015291,55.045183,-13.838253
-50.290755,54.988564,-13.757082
-53.796053,54.931945,-13.675569
-55.517537,54.875383,-13.593817
-56.891492,54.818846,-13.511786
-62.504556,54.762371,-13.429540
-69.849969,54.705890,-13.347004
-81.101398,54.649361,-13.264143
-95.979288,54.592791,-13.181001
-108.530114,54.536153,-13.097570
-151.862845,54.479530,-13.013996
-242.448983,54.422862,-12.930238
-614.593453,54.366109,-12.846277
1145.279028,54.309276,-12.762170
272.526036,54.252378,-12.677981
147.920753,54.195414,-12.593764
99.839603,54.138347,-12.509521
79.565770,54.081145,-12.425262
64.678275,54.023827,-12.341064
55.058021,53.966379,-12.256960
48.176083,53.908792,-12.172985
42.687045,53.851061,-12.089182
39.365046,53.793191,-12.005601
36.505469,53.735132,-11.922209
34.214650,53.676881,-11.839035
32.561261,53.618454,-11.756132
31.170365,53.559867,-11.673549
31.545650,53.501123,-11.591306
30.758199,53.442129,-11.509275
30.660439,53.382907,-11.427492
30.661453,53.323481,-11.345992
31.074984,53.263875,-11.264808
32.706582,53.204094,-11.183930
33.289116,53.144094,-11.103281
34.819705,53.083885,-11.022856
36.728754,53.023496,-10.942673
39.192026,52.962962,-10.862752
43.581181,52.902306,-10.783092
47.168410,52.841507,-10.703626
52.593132,52.780576,-10.624335
60.081662,52.719526,-10.545200
69.928292,52.658388,-10.466223
85.431016,52.597193,-10.387404
103.134867,52.535926,-10.308685
129.964690,52.474604,-10.230052
171.066466,52.413234,-10.151482
242.407159,52.351834,-10.072969
402.107011,52.290419,-9.994503
988.676857,52.228988,-9.916057
-3313.324505,52.167542,-9.837608
-659.682727,52.106097,-9.759157
-384.515980,52.044656,-9.680687
-281.451354,51.983220,-9.602181
-226.945425,51.921786,-9.523620
-198.733160,51.860349,-9.444986
-178.309700,51.798937,-9.366302
-168.840851,51.737544,-9.287551
-167.437551,51.676155,-9.208711
-170.967562,51.614754,-9.129759
-185.767749,51.553344,-9.050700
-212.299495,51.491939,-8.971561
-257.405840,51.430540,-8.892353
-339.712627,51.369122,-8.813056
-514.672726,51.307659,-8.733653
-1242.883995,51.246146,-8.654154
2819.284274,51.184587,-8.574583
596.764524,51.123009,-8.494992
324.778464,51.061385,-8.415371
219.180128,50.999692,-8.335712
161.631202,50.937911,-8.256016
129.370154,50.876033,-8.176296
106.785457,50.814068,-8.096593
89.301720,50.752019,-8.016939
76.299712,50.689865,-7.937335
66.547981,50.627583,-7.857785
57.997972,50.565142,-7.778282
53.316673,50.502521,-7.698833
48.360622,50.439758,-7.619515
44.446322,50.376844,-7.540347
41.638573,50.313769,-7.461345
39.097745,50.250488,-7.382479
37.016998,50.186991,-7.303762
35.956974,50.123277,-7.225213
34.523983,50.059381,-7.146892
33.900405,49.995305,-7.068817
33.408555,49.931023,-6.990964
32.922920,49.866516,-6.913318
32.685269,49.801796,-6.835899
32.579842,49.736875,-6.758724
32.641269,49.671764,-6.681809
33.556096,49.606475,-6.605161
33.900710,49.540978,-6.528736
34.665196,49.475295,-6.452553
35.590301,49.409454,-6.376631
36.413609,49.343470,-6.300978
38.515967,49.277339,-6.225574
40.754242,49.211061,-6.150398
43.158262,49.144646,-6.075440
46.420074,49.078134,-6.000721
50.376757,49.011563,-5.926260
55.457316,48.944936,-5.852032
64.725664,48.878248,-5.778002
74.422333,48.811485,-5.704120
88.627460,48.744681,-5.630390
109.408851,48.677875,-5.556823
145.457994,48.611102,-5.483428
219.705803,48.544328,-5.410131
491.189439,48.477573,-5.336921
-2837.424610,48.410836,-5.263761
-353.973454,48.344149,-5.190651
-183.311083,48.277543,-5.117587
-120.120856,48.211018,-5.044534
-90.599211,48.144564,-4.971437
-72.063514,48.078209,-4.898289
-59.516555,48.011984,-4.825083
-50.762883,47.945913,-4.751803
-42.984162,47.880013,-4.678425
-37.970909,47.814264,-4.604879
-34.182335,47.748688,-4.531140
-31.283367,47.683313,-4.457200
-29.447855,47.618187,-4.383073
-27.747568,47.553314,-4.308733
-26.840860,47.488673,-4.234126
-26.309721,47.424255,-4.159224
-25.888188,47.360051,-4.084001
-25.619998,47.296085,-4.008474
-26.125664,47.232385,-3.932672
-26.777446,47.168937,-3.856588
-27.795824,47.105717,-3.780204
-29.558789,47.042692,-3.703502
-30.800500,46.979823,-3.626462
-33.970206,46.917139,-3.549145
-38.021231,46.854639,-3.471591
-43.902917,46.792293,-3.393812
-53.374651,46.730047,-3.315797
-68.585530,46.667841,-3.237533
-98.766041,46.605642,-3.159044
-181.792417,46.543453,-3.080404
-1327.050986,46.481271,-3.001685
257.143294,46.419035,-2.922883
119.100563,46.356683,-2.843999
77.235574,46.294166,-2.765043
59.928006,46.231471,-2.686072
48.078835,46.168619,-2.607178
41.032803,46.105577,-2.528383
36.450338,46.042307,-2.449700
33.120090,45.978777,-2.371139
30.869719,45.914983,-2.292740
29.536377,45.850914,-2.214526
28.379217,45.786581,-2.136536
27.678302,45.721981,-2.058786
27.457781,45.657114,-1.981291
27.480999,45.591977,-1.904053
27.739749,45.526582,-1.827083
28.361199,45.460938,-1.750387
29.340856,45.395061,-1.673969
31.268712,45.328986,-1.597849
33.629466,45.262721,-1.522005
36.516147,45.196293,-1.446433
40.113307,45.129753,-1.371152
45.362236,45.063094,-1.296115
53.656949,44.996358,-1.221323
67.090188,44.929570,-1.146753
82.217428,44.862722,-1.072342
106.776197,44.795861,-0.998099
149.372461,44.729019,-0.924016
232.901279,44.662196,-0.850054
582.801329,44.595427,-0.776215
-3185.338009,44.528670,-0.702417
-444.854413,44.461935,-0.628638
-247.902788,44.395242,-0.554872
-176.616670,44.328601,-0.481105
-139.924771,44.262022,-0.407325
-118.691329,44.195507,-0.333509
-104.273890,44.129030,-0.259612
-95.168114,44.062587,-0.185612
-88.821263,43.996194,-0.111512
-83.826931,43.929861,-0.037311
-80.214820,43.863571,0.037018
-77.787429,43.797316,0.111493
-76.053117,43.731091,0.186127
-77.284318,43.664873,0.260949
-77.200581,43.598713,0.335901
-78.342657,43.532588,0.411010
-77.365695,43.466478,0.486296
-77.795287,43.400424,0.561714
-78.198133,43.334429,0.637261
-78.706953,43.268489,0.712942
-78.701481,43.202610,0.788747
-78.486217,43.136788,0.864682
-77.284668,43.071036,0.940734
-77.148188,43.005395,1.016857
-75.912416,42.939869,1.093046
-74.891175,42.874448,1.169318
-73.809715,42.809136,1.245670
-72.450722,42.743948,1.322088
-70.753448,42.678909,1.398545
-69.546081,42.614042,1.475019
-65.521042,42.549372,1.551487
-64.427603,42.484852,1.628011
-63.942331,42.420515,1.704559
-64.247755,42.356372,1.781119
-65.193468,42.292426,1.857684
-65.761135,42.228707,1.934216
-68.417786,42.165181,2.010749
-72.752883,42.101834,2.087293
-82.054393,42.038676,2.163817
-92.534905,41.975645,2.240379
-110.492558,41.912739,2.316953
-142.808909,41.849940,2.393537
-215.314580,41.787213,2.470140
-504.599712,41.724541,2.546747
1011.308637,41.661892,2.623356
239.126500,41.599222,2.699975
133.459167,41.536500,2.776592
89.325039,41.473705,2.853181
66.024684,41.410791,2.929742
52.067778,41.347704,3.006278
41.752561,41.284407,3.082770
37.572041,41.220846,3.159215
32.758694,41.157050,3.235526
29.564647,41.092968,3.311712
27.243085,41.028545,3.387780
24.861284,40.963737,3.463737
23.727018,40.898572,3.539497
22.756756,40.833041,3.615037
21.944646,40.767131,3.690343
21.534711,40.700815,3.765421
20.922361,40.634075,3.840273
20.663096,40.566954,3.914831
20.581562,40.499482,3.989053
20.849348,40.431633,4.062963
21.293544,40.363423,4.136555
21.834652,40.294873,4.209819
22.578343,40.226025,4.282727
23.427362,40.156942,4.355237
24.904013,40.087591,4.427410
27.028915,40.017992,4.499262
29.777062,39.948214,4.570770
33.567076,39.878326,4.641911
37.731994,39.808387,4.712684
43.885171,39.738383,4.783149
53.060186,39.668294,4.853383
65.899188,39.598202,4.923356
90.968476,39.528191,4.993041
123.502267,39.458241,5.062510
188.723594,39.388321,5.131840
325.571561,39.318427,5.201070
846.226840,39.248604,5.270186
-2940.192905,39.178891,5.339178
-636.955289,39.109279,5.408073
-467.902352,39.039682,5.476973
-420.948827,38.970108,5.545877
-454.858638,38.900557,5.614791
-619.675199,38.831017,5.683723
-1481.558049,38.761467,5.752685
1889.253594,38.691901,5.821672
543.368632,38.622285,5.890701
301.996543,38.552581,5.959792
210.460782,38.482753,6.028961
157.967548,38.412793,6.098195
122.254259,38.342735,6.167440
97.321762,38.272565,6.236683
81.016382,38.202227,6.305950
70.535423,38.131679,6.375257
62.538245,38.060874,6.444620
56.036079,37.989853,6.513975
51.984463,37.918671,6.583242
48.827522,37.847283,6.652444
46.895866,37.775653,6.721600
44.282101,37.703747,6.790726
42.659066,37.631631,6.859743
41.917110,37.559339,6.928606
41.231930,37.486843,6.997336
41.221124,37.414118,7.065948
39.902011,37.341159,7.134446
40.261703,37.268043,7.202750
40.090755,37.194767,7.270862
40.553066,37.121310,7.338802
40.984095,37.047682,7.406565
41.719535,36.973901,7.474136
42.163478,36.899991,7.541500
42.416828,36.825953,7.608660
42.510011,36.751795,7.675610
42.788980,36.677527,7.742345
42.336436,36.603125,7.808885
41.520508,36.528598,7.875221
40.783479,36.453933,7.941360
39.915530,36.379137,8.007288
39.052515,36.304202,8.073007
37.946676,36.229125,8.138513
37.164366,36.153888,8.203811
36.466508,36.078489,8.268895
35.888352,36.002932,8.333758
35.254949,35.927216,8.398393
34.623745,35.851332,8.462802
34.291868,35.775262,8.526994
33.858607,35.699007,8.590963
33.701145,35.622580,8.654696
33.447245,35.545985,8.718186
33.720109,35.469195,8.781454
34.121260,35.392214,8.844500
34.495530,35.315048,8.907321
35.059246,35.237731,8.969897
36.131914,35.160236,9.032254
37.195536,35.082566,9.094400
37.768265,35.004728,9.156339
37.946749,34.926743,9.218060
38.006288,34.848600,9.279573
37.785587,34.770282,9.340893
37.253167,34.691779,9.402023
36.263157,34.613083,9.462967
35.383930,34.534206,9.523705
34.173351,34.455136,9.584238
32.816000,34.375846,9.644572
31.101166,34.296306,9.704716
29.861727,34.216520,9.764644
27.942104,34.136509,9.824323
26.317084,34.056227,9.883759
24.218622,33.975623,9.942958
23.610104,33.894655,10.001915
22.066383,33.813419,10.060538
21.106150,33.731864,10.118831
20.201326,33.649948,10.176797
19.710228,33.567636,10.234432
19.377586,33.484989,10.291677
18.838092,33.402029,10.348502
18.503225,33.318740,10.404904
18.060295,33.235109,10.460875
17.759020,33.151164,10.516383
17.608186,33.066901,10.571418
17.622237,32.982328,10.625969
17.691706,32.897465,10.680025
17.806163,32.812362,10.733556
18.007205,32.727024,10.786565
18.681034,32.641430,10.839077
19.445568,32.555648,10.891072
20.671191,32.469750,10.942536
20.893808,32.383814,10.993454
22.199361,32.297692,11.043932
23.267253,32.211470,11.093948
24.977124,32.125213,11.143494
25.287837,32.038948,11.192585
26.463740,31.952577,11.241291
27.025457,31.866146,11.289603
29.087798,31.779724,11.337499
28.300428,31.693236,11.385042
28.082618,31.606633,11.432257
27.026812,31.519938,11.479126
25.968268,31.433155,11.525634
24.791326,31.346222,11.571799
23.020852,31.259094,11.617623
21.472503,31.171723,11.663098
20.518059,31.084051,11.708221
20.037970,30.996081,11.752966
19.088900,30.907856,11.797292
18.349329,30.819306,11.841209
18.028406,30.730358,11.884731
17.929414,30.641001,11.927846
17.181421,30.551305,11.970510
16.936201,30.461258,12.012707
16.612011,30.370763,12.054467
17.230702,30.279753,12.095808
16.087015,30.188258,12.136720
16.472877,30.096414,12.177112
16.499744,30.004134,12.217023
17.626556,29.911334,12.256496
17.196385,29.818076,12.295525
17.933320,29.724498,12.334050
18.581130,29.630575,12.372097
19.638357,29.536272,12.409702
20.192137,29.441601,12.446884
21.435411,29.346722,12.483601
22.698405,29.251644,12.519875
24.257682,29.156393,12.555728
26.337368,29.060997,12.591180
28.422332,28.965481,12.626257
30.597431,28.869915,12.660964
32.990176,28.774374,12.695302
35.640655,28.678870,12.729297
36.089887,28.583379,12.762977
36.869196,28.487898,12.796353
37.207972,28.392503,12.829406
37.232907,28.297209,12.862134
35.551226,28.201999,12.894544
33.078351,28.106894,12.926617
31.894443,28.011856,12.958348
30.674700,27.916932,12.989711
29.518120,27.822070,13.020710
26.407349,27.727344,13.051307
25.216597,27.632633,13.081510
24.221354,27.538005,13.111276
23.210982,27.443386,13.140614
21.579813,27.348813,13.169493
20.907803,27.254216,13.197911
20.373369,27.159618,13.225842
20.365742,27.065019,13.253280
19.755237,26.970370,13.280233
19.755393,26.875621,13.306709
19.829978,26.780771,13.332704
20.005048,26.685825,13.358220
20.106828,26.590773,13.383265
20.311818,26.495580,13.407850
20.525068,26.400226,13.431984
20.890515,26.304676,13.455682
20.947745,26.208896,13.478957
21.408826,26.112968,13.501792
21.912412,26.016840,13.524207
22.562591,25.920445,13.546226
23.549470,25.823721,13.567876
23.506909,25.726757,13.589148
24.504251,25.629594,13.610036
24.845220,25.532140,13.630572
26.683681,25.434316,13.650779
25.777827,25.336209,13.670655
26.717401,25.237924,13.690174
26.668796,25.139381,13.709358
27.996324,25.040505,13.728223
27.386271,24.941390,13.746760
27.372571,24.842139,13.764946
27.006142,24.742724,13.782782
26.723485,24.643104,13.800271
26.137313,24.543281,13.817405
25.254288,24.443370,13.834155
24.290118,24.343365,13.850509
23.362557,24.243256,13.866450
22.526707,24.143042,13.881963
21.740085,24.042760,13.897024
20.976847,23.942434,13.911614
20.189250,23.842087,13.925712
19.684393,23.741750,13.939296
18.725203,23.641406,13.952354
18.234010,23.541051,13.964864
17.651982,23.440738,13.976805
17.605968,23.340504,13.988158
16.966171,23.240302,13.998923
16.599647,23.140143,14.009083
16.204205,23.040059,14.018624
16.501840,22.940102,14.027532
16.152439,22.840164,14.035821
15.921150,22.740301,14.043482
15.727406,22.640528,14.050506
16.203957,22.540897,14.056888
16.272261,22.441296,14.062650
16.366036,22.341723,14.067798
16.561884,22.242191,14.072337
16.946246,22.142719,14.076275
17.642371,22.043293,14.079628
18.040097,21.943858,14.082418
18.575106,21.844421,14.084660
19.104682,21.744986,14.086370
19.796428,21.645553,14.087562
20.460095,21.546101,14.088255
21.287205,21.446613,14.088464
22.108368,21.347095,14.088208
23.127178,21.247526,14.087504
23.826716,21.147889,14.086370
24.981773,21.048208,14.084818
25.889804,20.948480,14.082867
26.742517,20.848694,14.080530
27.185175,20.748823,14.077817
27.571412,20.648882,14.074733
28.298980,20.548888,14.071286
28.375730,20.448868,14.067482
28.526542,20.348794,14.063323
28.246049,20.248649,14.058807
28.528513,20.148457,14.053934
28.464629,20.048249,14.048707
28.255623,19.948037,14.043124
27.862075,19.847817,14.037183
27.457593,19.747609,14.030881
26.942336,19.647425,14.024212
26.374555,19.547270,14.017169
25.892314,19.447160,14.009747
25.563044,19.347116,14.001941
25.130739,19.247162,13.993746
24.764116,19.147291,13.985156
24.680466,19.047494,13.976167
24.653528,18.947814,13.966781
24.844772,18.848274,13.957001
24.099075,18.748924,13.946833
24.353641,18.649664,13.936261
24.457331,18.550550,13.925294
24.753798,18.451612,13.913939
24.260767,18.352887,13.902203
24.234028,18.254305,13.890076
24.328228,18.155861,13.877557
24.801672,18.057595,13.864654
24.520489,17.959500,13.851373
24.433246,17.861549,13.837709
24.423847,17.763727,13.823659
24.624356,17.666067,13.809231
24.401734,17.568554,13.794423
24.168656,17.471140,13.779227
24.060606,17.373806,13.763637
23.912578,17.276558,13.747651
23.710750,17.179393,13.731268
23.600806,17.082295,13.714481
23.538801,16.985245,13.697284
23.517847,16.888220,13.679673
23.536936,16.791192,13.661641
23.437910,16.694190,13.643191
23.650064,16.597221,13.624326
23.706334,16.500235,13.605035
24.532060,16.403179,13.585311
23.948702,16.306052,13.565160
24.669647,16.208950,13.544597
24.979794,16.111804,13.523615
26.315186,16.014544,13.502206
26.259377,15.917194,13.480386
27.018697,15.819816,13.458172
27.575041,15.722402,13.435570
28.638260,15.624890,13.412574
28.417558,15.527325,13.389201
28.207906,15.429756,13.365463
27.991442,15.332203,13.341360
27.772355,15.234635,13.316881
26.992742,15.137070,13.292026
26.043930,15.039562,13.266797
25.083384,14.942134,13.241186
23.979180,14.844788,13.215177
22.748501,14.747538,13.188755
21.453101,14.650412,13.161904
20.113489,14.553440,13.134603
18.828058,14.456652,13.106830
17.346570,14.360082,13.078558
16.183742,14.263711,13.049737
15.132185,14.167581,13.020336
14.263368,14.071743,12.990327
13.382954,13.976249,12.959686
12.681902,13.881040,12.928348
12.074169,13.786154,12.896284
11.494161,13.691646,12.863472
11.078446,13.597571,12.829892
10.580418,13.503866,12.795487
10.203967,13.410561,12.760229
9.842709,13.317716,12.724104
9.738115,13.225380,12.687102
9.527839,13.133482,12.649179
9.429356,13.042025,12.610319
9.354304,12.951041,12.570524
9.398592,12.860559,12.529801
9.463594,12.770545,12.488142
9.588005,12.680975,12.445543
9.784252,12.591857,12.402025
10.050119,12.503190,12.357609
10.413194,12.414958,12.312319
10.900243,12.327137,12.266178
11.523441,12.239703,12.219222
12.372374,12.152630,12.171490
13.296621,12.065887,12.123029
14.743260,11.979471,12.073903
16.437666,11.893337,12.024165
18.765622,11.807433,11.973865
21.353791,11.721719,11.923060
25.459244,11.636203,11.871836
31.380974,11.550843,11.820248
39.498117,11.465582,11.768349
49.617289,11.380385,11.716190
64.435569,11.295263,11.663840
85.480371,11.210195,11.611339
113.899928,11.125147,11.558711
145.004944,11.040098,11.505978
174.186167,10.955067,11.453173
184.492155,10.870055,11.400310
166.597951,10.785050,11.347386
133.971203,10.700051,11.294394
101.743661,10.615079,11.241327
76.152724,10.530157,11.188174
57.646006,10.445303,11.134906
44.222402,10.360540,11.081488
34.751157,10.275899,11.027876
28.631315,10.191426,10.974029
24.457421,10.107160,10.919899
21.314741,10.023143,10.865442
18.980155,9.939407,10.810607
17.130366,9.855990,10.755350
15.639859,9.772935,10.699633
14.392249,9.690283,10.643417
13.385162,9.608066,10.586658
12.502003,9.526310,10.529313
11.764156,9.445061,10.471349
11.244126,9.364359,10.412740
10.961823,9.284220,10.353450
10.766633,9.204643,10.293449
10.722873,9.125648,10.232736
10.782431,9.047251,10.171316
10.990677,8.969440,10.109191
11.209827,8.892188,10.046358
11.519879,8.815495,9.982840
11.885821,8.739353,9.918661
12.374241,8.663743,9.853840
12.980479,8.588634,9.788394
13.735308,8.514007,9.722355
14.692778,8.439840,9.655757
15.850535,8.366102,9.588637
17.442660,8.292768,9.521037
19.147626,8.219801,9.452998
20.977315,8.147167,9.384558
22.820587,8.074840,9.315752
24.677404,8.002802,9.246617
26.393321,7.931028,9.177174
28.152394,7.859493,9.107436
30.024394,7.788184,9.037422
31.729556,7.717101,8.967163
33.404707,7.646226,8.896665
34.973445,7.575540,8.825934
36.493223,7.505033,8.754976
37.505820,7.434715,8.683819
38.282588,7.364577,8.612463
38.699155,7.294606,8.540904
38.679278,7.224795,8.469137
38.713894,7.155160,8.397178
39.474764,7.085701,8.325031
40.785441,7.016410,8.252693
42.696833,6.947276,8.180164
45.448953,6.878302,8.107462
49.200057,6.809485,8.034605
53.294432,6.740814,7.961605
57.974835,6.672277,7.888473
63.321199,6.603864,7.815218
69.575736,6.535564,7.741853
76.803944,6.467369,7.668389
85.565921,6.399270,7.594835
96.167817,6.331259,7.521203
108.355652,6.263324,7.447500
123.882491,6.195458,7.373735
139.099341,6.127655,7.299917
149.271786,6.059911,7.226056
150.045639,5.992215,7.152147
142.944284,5.924566,7.078188
129.842579,5.856963,7.004175
115.526849,5.789410,6.930102
102.647406,5.721918,6.855966
93.180828,5.654489,6.781753
84.702309,5.587124,6.707451
80.254966,5.519824,6.633045
74.281308,5.452616,6.558552
69.775883,5.385501,6.483961
65.552805,5.318481,6.409259
62.670092,5.251555,6.334433
59.524025,5.184741,6.259489
57.144124,5.118046,6.184425
56.309082,5.051471,6.109232
56.716756,4.985014,6.033902
58.530640,4.918678,5.958442
61.638019,4.852469,5.882866
66.739706,4.786382,5.807181
75.300839,4.720408,5.731397
85.566527,4.654529,5.655518
97.611284,4.588744,5.579566
111.967265,4.523045,5.503556
130.398307,4.457431,5.427507
153.084948,4.391891,5.351423
178.735258,4.326411,5.275308
209.339112,4.260992,5.199178
245.700854,4.195642,5.123053
289.365103,4.130361,5.046947
286.423068,4.065136,4.970849
247.480239,3.999959,4.894754
194.538856,3.934853,4.818677
148.162883,3.869845,4.742634
109.438471,3.804927,4.666590
83.411686,3.740105,4.590518
64.641474,3.675409,4.514408
53.187141,3.610885,4.438261
45.797525,3.546556,4.362057
40.570809,3.482432,4.285760
37.770929,3.418520,4.209336
35.817221,3.354847,4.132791
34.745598,3.291432,4.056125
33.826049,3.228272,3.979320
34.291815,3.165350,3.902348
35.190316,3.102671,3.825220
37.758827,3.040237,3.747950
42.307181,2.978027,3.670546
51.485071,2.915998,3.592997
70.731686,2.854119,3.515332
127.890783,2.792349,3.437583
5457.576322,2.730640,3.359791
-121.527281,2.668927,3.281992
-63.172330,2.607142,3.204231
-43.460377,2.545218,3.126546
-34.553997,2.483097,3.048974
-28.649166,2.420758,2.971587
-24.926098,2.358147,2.894410
-22.313652,2.295213,2.817464
-20.539874,2.231911,2.740765
-19.113430,2.168236,2.664369
-18.038764,2.104160,2.588300
-17.485098,2.039647,2.512560
-17.379852,1.974669,2.437144
-17.628807,1.909231,2.362066
-18.632452,1.843359,2.287341
-20.350807,1.777065,2.212938
-23.275333,1.710369,2.138816
-26.690642,1.643314,2.064935
-32.565891,1.575969,1.991286
-41.431766,1.508382,1.917826
-58.785351,1.440607,1.844517
-97.766813,1.372694,1.771308
-372.472596,1.304716,1.698177
209.066470,1.236746,1.625095
76.870782,1.168867,1.552039
45.186812,1.101135,1.478948
33.276735,1.033601,1.405752
27.523666,0.966364,1.332443
23.574584,0.899516,1.259029
21.338012,0.833079,1.185449
20.721615,0.767039,1.111631
20.769567,0.701468,1.037633
20.293880,0.636428,0.963524
21.317546,0.571821,0.889192
22.810433,0.507632,0.814651
24.948982,0.443897,0.739989
28.978392,0.380569,0.665216
35.835380,0.317535,0.590280
48.815353,0.254800,0.515287
99.784409,0.192320,0.440302
4730.437536,0.129943,0.365289
-88.513043,0.067639,0.290365
-41.193522,0.005330,0.215607
-28.948909,-0.057123,0.141028
-21.802450,-0.119776,0.066720
-17.585337,-0.182733,-0.007276
-15.049244,-0.246087,-0.080915
-13.114182,-0.309901,-0.154126
-12.005144,-0.374269,-0.226885
-10.357661,-0.439289,-0.299177
-11.763541,-0.505029,-0.370961
-6.446575,-0.571486,-0.442142
12.772343,-0.638780,-0.512757
-13.801902,-0.704384,-0.581802
-14.191173,-0.767615,-0.647783
-15.187402,-0.831280,-0.713361
-17.167211,-0.895290,-0.778515
-18.181072,-0.959744,-0.843416
-22.059849,-1.024457,-0.907941
-30.003750,-1.089425,-0.972187
-52.644965,-1.154605,-1.036258
-165.008684,-1.219951,-1.100265
59.163621,-1.285228,-1.164154
33.495234,-1.350465,-1.228182
25.290154,-1.415545,-1.292399
20.955897,-1.480316,-1.356771
21.935253,-1.544823,-1.421423
27.950651,-1.609071,-1.486338
31.856134,-1.673062,-1.551428
28.890658,-1.736916,-1.616767
21.778772,-1.800627,-1.682390
15.632514,-1.864152,-1.748388
12.044088,-1.927467,-1.814947
10.014884,-1.990384,-1.882104
8.356324,-2.052822,-1.949997
9.155358,-2.114666,-2.018689
5.174334,-2.175819,-2.088210
