radius_of_curvature_m,x,y
33.612542,61.281095,-78.382042
37.815130,61.292918,-78.282033
40.823709,61.304472,-78.181992
42.104111,61.315777,-78.081936
41.703621,61.326836,-77.981892
40.236419,61.337650,-77.881845
38.009455,61.348209,-77.781800
35.151191,61.358498,-77.681778
32.194252,61.368493,-77.581795
29.139913,61.378171,-77.481815
26.343310,61.387499,-77.381858
23.353974,61.396437,-77.281952
21.110459,61.404939,-77.182091
18.887043,61.412962,-77.082237
17.104026,61.420449,-76.982422
15.522085,61.427344,-76.882679
14.724165,61.433595,-76.782977
13.908236,61.439166,-76.683285
13.415990,61.444020,-76.583638
12.750686,61.448127,-76.484072
12.549438,61.451458,-76.384535
12.202657,61.453996,-76.285010
11.992697,61.455723,-76.185522
11.683186,61.456623,-76.086088
11.634904,61.456680,-75.986671
11.517449,61.455886,-75.887256
11.476051,61.454235,-75.787848
11.498992,61.451723,-75.688451
11.570134,61.448352,-75.589072
11.638554,61.444126,-75.489693
11.704000,61.439048,-75.390298
11.850893,61.433122,-75.290895
11.794653,61.426356,-75.191515
11.760641,61.418746,-75.092135
11.797410,61.410286,-74.992719
12.016405,61.400979,-74.893282
11.891856,61.390836,-74.793882
11.926367,61.379855,-74.694517
11.933599,61.368029,-74.595158
12.173395,61.355361,-74.495806
12.009532,61.341864,-74.396511
12.072688,61.327537,-74.297299
12.035840,61.312376,-74.198148
12.223622,61.296378,-74.099041
12.012175,61.279550,-74.000003
12.114998,61.261894,-73.901091
12.167175,61.243413,-73.802295
12.285895,61.224108,-73.703614
12.271365,61.203985,-73.605049
12.418729,61.183057,-73.506657
12.512534,61.161336,-73.408451
12.547950,61.138833,-73.310453
12.600753,61.115551,-73.212660
12.627616,61.091492,-73.115071
12.617769,61.066668,-73.017718
12.603536,61.041089,-72.920638
12.615713,61.014757,-72.823836
12.491544,60.987664,-72.727275
12.336275,60.959816,-72.631006
12.218285,60.931222,-72.535081
12.125719,60.901876,-72.439496
11.828608,60.871751,-72.344191
11.545482,60.840842,-72.249206
11.251172,60.809143,-72.154582
11.058174,60.776638,-72.060329
10.771877,60.743291,-71.966398
10.604104,60.709092,-71.872816
10.455961,60.674033,-71.779606
10.499140,60.638110,-71.686782
10.473572,60.601312,-71.594316
10.544105,60.563644,-71.502214
10.670758,60.525112,-71.410480
10.865971,60.485727,-71.319109
11.144723,60.445506,-71.228097
11.522046,60.404469,-71.137432
12.052493,60.362638,-71.047096
12.663912,60.320044,-70.957072
13.491787,60.276730,-70.867353
14.660388,60.232744,-70.777931
16.252353,60.188136,-70.688778
18.139355,60.142964,-70.599865
20.133919,60.097284,-70.511168
22.634551,60.051150,-70.422669
25.369995,60.004604,-70.334335
28.452488,59.957683,-70.246134
31.520666,59.910422,-70.158045
35.152828,59.862866,-70.070079
38.801861,59.815032,-69.982199
42.287177,59.766930,-69.894368
45.990890,59.718571,-69.806562
47.362342,59.670005,-69.718840
46.585198,59.621222,-69.631166
42.659907,59.572196,-69.543508
40.448379,59.522890,-69.455831
35.694012,59.473342,-69.368240
30.963241,59.423514,-69.280736
27.257116,59.373343,-69.193295
24.710764,59.322767,-69.105895
23.792170,59.271770,-69.018585
21.431367,59.220392,-68.931486
19.800108,59.168584,-68.844595
18.193936,59.116298,-68.757915
17.151830,59.063489,-68.671454
16.136813,59.010151,-68.585279
14.966839,58.956275,-68.499447
14.111273,58.901818,-68.413978
13.529953,58.846751,-68.328902
13.141208,58.791058,-68.244253
12.936206,58.734727,-68.160052
12.921259,58.677765,-68.076330
13.110040,58.620188,-67.993110
13.400656,58.562021,-67.910407
13.644074,58.503315,-67.828262
14.216025,58.444066,-67.746635
15.442683,58.384320,-67.665531
16.170049,58.324109,-67.584910
17.397469,58.263515,-67.504816
18.123117,58.202623,-67.425290
20.853429,58.141396,-67.346221
22.715361,58.079837,-67.267517
25.307077,58.018017,-67.189188
27.620216,57.956020,-67.111271
30.256121,57.893881,-67.033752
33.568510,57.831589,-66.956560
34.551088,57.769088,-66.879584
35.416774,57.706409,-66.802839
35.294221,57.643567,-66.726335
34.771432,57.580569,-66.650078
33.569631,57.517366,-66.574018
31.223388,57.453904,-66.498103
30.439569,57.390146,-66.422322
28.953441,57.326131,-66.346737
27.812504,57.261831,-66.271340
26.800619,57.197216,-66.196118
26.273180,57.132251,-66.121051
26.098863,57.066928,-66.046144
25.578953,57.001260,-65.971419
24.788244,56.935204,-65.896841
24.331242,56.868790,-65.822463
24.654203,56.802000,-65.748274
25.002566,56.734828,-65.674266
26.153791,56.667256,-65.600411
25.984608,56.599270,-65.526677
28.070522,56.530989,-65.453186
30.344865,56.462411,-65.379904
34.117268,56.393539,-65.306792
38.767343,56.324395,-65.233823
45.612507,56.255046,-65.161015
56.405301,56.185556,-65.088380
73.524010,56.115944,-65.015876
104.236068,56.046227,-64.943462
177.594776,55.976441,-64.871117
563.943989,55.906622,-64.798819
-514.352046,55.836809,-64.726554
-176.042654,55.767051,-64.654317
-110.458370,55.697391,-64.582100
-88.472827,55.627787,-64.509813
-77.252140,55.558252,-64.437435
-73.083057,55.488810,-64.364967
-71.175268,55.419518,-64.292459
-74.620664,55.350338,-64.219864
-80.654439,55.281201,-64.147120
-93.673553,55.212080,-64.074215
-115.263996,55.142999,-64.001194
-169.680805,55.073984,-63.928118
-297.130203,55.004960,-63.854945
-1524.900699,54.935875,-63.781657
609.881112,54.866685,-63.708249
258.647628,54.797419,-63.634782
151.000747,54.728104,-63.561324
106.921545,54.658711,-63.487881
81.529551,54.589200,-63.414453
67.863447,54.519536,-63.341044
60.678373,54.449703,-63.267676
55.237013,54.379729,-63.194405
52.458161,54.309624,-63.121263
51.155778,54.239386,-63.048264
51.305446,54.169023,-62.975423
52.625684,54.098550,-62.902755
56.051058,54.027952,-62.830235
61.590869,53.957263,-62.757883
70.959390,53.886531,-62.685724
86.673170,53.815815,-62.613784
131.126866,53.745167,-62.542078
223.144608,53.674510,-62.470473
832.937678,53.603897,-62.398979
-485.108135,53.533407,-62.327625
-188.000862,53.463115,-62.256443
-105.503102,53.393037,-62.185400
-81.298556,53.323081,-62.114350
-68.382723,53.253294,-62.043298
-60.917560,53.183731,-61.972270
-57.561352,53.114434,-61.901284
-56.256875,53.045363,-61.830285
-57.290230,52.976431,-61.759182
-60.454680,52.907643,-61.687983
-66.545775,52.838994,-61.616696
-78.059279,52.770466,-61.545325
-101.059195,52.702033,-61.473872
-150.117627,52.633650,-61.402333
-362.528529,52.565268,-61.330702
610.630109,52.496828,-61.258971
192.518261,52.428261,-61.187130
118.636799,52.359578,-61.115240
81.160549,52.290802,-61.043375
62.996805,52.221867,-60.971520
50.997305,52.152706,-60.899658
44.797287,52.083253,-60.827772
39.273247,52.013500,-60.755899
35.112686,51.943523,-60.684161
32.560441,51.873280,-60.612560
30.766938,51.802720,-60.541076
30.174496,51.731798,-60.469691
29.000812,51.660502,-60.398409
28.840754,51.588933,-60.327346
29.168531,51.517089,-60.256507
29.988235,51.444961,-60.185877
31.506842,51.372550,-60.115444
33.099599,51.299869,-60.045200
36.394425,51.226975,-59.975178
40.695657,51.153898,-59.905368
46.208573,51.080673,-59.835764
54.068998,51.007342,-59.766363
66.232008,50.933931,-59.697145
82.822490,50.860433,-59.628057
113.398814,50.786897,-59.559101
171.254156,50.713377,-59.490283
323.184491,50.639925,-59.421611
806.905209,50.566512,-59.353020
17892.973391,50.493118,-59.284466
-1557.003627,50.419771,-59.215957
-1202.756360,50.346493,-59.147505
-2341.685447,50.273301,-59.079123
1845.839461,50.200140,-59.010766
517.922711,50.126982,-58.942419
259.672764,50.053830,-58.874107
160.181773,49.980674,-58.805845
108.763215,49.907499,-58.737650
79.437122,49.834257,-58.669521
62.368412,49.760907,-58.601463
50.577235,49.687447,-58.533523
42.693147,49.613845,-58.465721
37.049985,49.540064,-58.398074
32.499921,49.466070,-58.330598
29.816071,49.391824,-58.263308
26.984235,49.317344,-58.196263
25.122996,49.242595,-58.129475
23.798794,49.167548,-58.062955
22.648213,49.092176,-57.996713
22.102093,49.016487,-57.930782
21.708213,48.940485,-57.865182
21.495312,48.864173,-57.799927
21.525820,48.787544,-57.735018
21.722890,48.710598,-57.670454
22.178158,48.633345,-57.606237
22.906156,48.555797,-57.542366
23.920157,48.477972,-57.478836
25.291492,48.399888,-57.415639
27.262735,48.321570,-57.352763
29.913165,48.243036,-57.290189
33.090228,48.164312,-57.227893
37.367412,48.085417,-57.165850
43.103490,48.006381,-57.104039
51.613738,47.927243,-57.042444
65.349068,47.848029,-56.981036
83.592049,47.768749,-56.919772
113.658659,47.689432,-56.858632
166.757662,47.610095,-56.797590
282.281780,47.530771,-56.736633
825.650564,47.451487,-56.675752
-1926.634989,47.372214,-56.614895
-484.125630,47.292972,-56.554056
-308.923552,47.213763,-56.493218
-242.656241,47.134600,-56.432376
-214.254260,47.055497,-56.371528
-204.354658,46.976444,-56.310659
-206.943169,46.897433,-56.249764
-224.616305,46.818462,-56.188838
-265.764639,46.739525,-56.127884
-360.358247,46.660618,-56.066906
-655.349961,46.581736,-56.005913
-34244.091903,46.502866,-55.944911
575.991602,46.423995,-55.883908
266.588514,46.345104,-55.822913
166.708827,46.266176,-55.761936
122.447166,46.187191,-55.700990
96.760691,46.108144,-55.640100
80.745701,46.029021,-55.579280
69.260186,45.949811,-55.518549
60.873760,45.870494,-55.457917
54.462457,45.791048,-55.397393
49.182506,45.711462,-55.336993
45.327585,45.631731,-55.276737
42.035411,45.551853,-55.216645
39.187802,45.471815,-55.156732
36.854721,45.391597,-55.097002
34.692472,45.311180,-55.037463
32.977961,45.230561,-54.978133
31.740937,45.149730,-54.919024
30.356008,45.068702,-54.860162
29.261302,44.987456,-54.801551
28.298774,44.905974,-54.743193
27.381452,44.824247,-54.685095
27.008809,44.742262,-54.627264
26.412427,44.660048,-54.569729
25.881112,44.577601,-54.512495
25.408998,44.494908,-54.455565
24.960365,44.411958,-54.398939
24.617838,44.328741,-54.342621
24.498901,44.245264,-54.286621
24.141274,44.161553,-54.230963
23.866444,44.077602,-54.175647
23.698726,43.993403,-54.120674
23.435656,43.908939,-54.066039
23.440446,43.824204,-54.011742
23.335464,43.739228,-53.957804
23.169318,43.654026,-53.904237
23.136773,43.568593,-53.851041
23.111138,43.482913,-53.798207
22.958726,43.396974,-53.745729
23.239712,43.310775,-53.693608
23.230603,43.224368,-53.641873
23.393302,43.137759,-53.590525
23.785976,43.050942,-53.539556
24.022601,42.963891,-53.488945
24.372014,42.876615,-53.438691
24.947378,42.789130,-53.388796
25.299188,42.701478,-53.339275
26.144081,42.613670,-53.290124
26.772829,42.525676,-53.241313
27.512732,42.437498,-53.192832
28.377596,42.349149,-53.144677
29.384498,42.260650,-53.096847
30.526498,42.172029,-53.049341
32.146676,42.083286,-53.002145
33.557543,41.994402,-52.955231
35.343635,41.905394,-52.908591
37.403155,41.816281,-52.862218
39.743362,41.727082,-52.816105
43.131536,41.637814,-52.770240
46.901127,41.548464,-52.724596
51.297128,41.459038,-52.679154
56.116664,41.369559,-52.633906
61.301409,41.280048,-52.588842
66.633407,41.190511,-52.543949
73.466961,41.100958,-52.499215
78.005426,41.011355,-52.454611
82.049428,40.921717,-52.410132
84.591813,40.832055,-52.365779
85.239584,40.742379,-52.321551
84.247182,40.652687,-52.277446
82.077002,40.562972,-52.233462
77.811963,40.473208,-52.189590
72.816912,40.383394,-52.145838
67.218967,40.293531,-52.102214
61.588236,40.203614,-52.058729
55.997987,40.113641,-52.015398
50.765725,40.023598,-51.972231
45.863815,39.933465,-51.929239
41.433997,39.843229,-51.886439
37.439266,39.752873,-51.843850
34.138176,39.662389,-51.801494
30.886554,39.571776,-51.759402
28.243315,39.481017,-51.717599
26.102584,39.390092,-51.676109
24.282436,39.298978,-51.634952
22.868368,39.207648,-51.594150
21.909683,39.116099,-51.553729
20.893719,39.024340,-51.513715
20.166864,38.932364,-51.474129
19.641454,38.840159,-51.434985
19.225584,38.747704,-51.396290
19.083310,38.654980,-51.358049
19.108774,38.562005,-51.320273
18.987113,38.468804,-51.282976
19.082527,38.375375,-51.246159
19.293660,38.281707,-51.209815
19.606845,38.187787,-51.173935
20.171775,38.093602,-51.138505
20.955493,37.999182,-51.103522
21.708250,37.904577,-51.068988
22.708845,37.809775,-51.034879
23.969355,37.714771,-51.001172
25.569859,37.619558,-50.967840
27.622621,37.524135,-50.934857
30.489959,37.428519,-50.902197
33.722505,37.332796,-50.869855
37.664778,37.236949,-50.837790
42.462375,37.140983,-50.805972
48.079750,37.044906,-50.774372
54.572655,36.948727,-50.742962
62.884500,36.852457,-50.711720
72.704962,36.756151,-50.680639
83.072030,36.659804,-50.649693
95.376220,36.563433,-50.618868
109.112092,36.467054,-50.588155
123.747746,36.370688,-50.557544
139.991567,36.274354,-50.527030
154.965845,36.178039,-50.496600
164.844696,36.081724,-50.466238
170.318547,35.985432,-50.435950
169.626012,35.889192,-50.405740
162.473005,35.793030,-50.375619
152.314909,35.696977,-50.345597
135.435250,35.601024,-50.315676
119.937165,35.505087,-50.285839
105.375253,35.409184,-50.256101
91.967091,35.313349,-50.226484
79.890695,35.217620,-50.197015
69.905384,35.122038,-50.167723
62.227430,35.026620,-50.138629
55.035857,34.931257,-50.109720
51.206449,34.835895,-50.080998
47.822464,34.740568,-50.052489
45.254181,34.645311,-50.024216
43.036185,34.550153,-49.996199
41.832906,34.455125,-49.968458
39.476056,34.360157,-49.940979
38.942640,34.265146,-49.913743
38.325161,34.170114,-49.886762
38.034597,34.075084,-49.860045
38.015181,33.980076,-49.833600
38.102503,33.885107,-49.807431
38.032065,33.790154,-49.781531
39.089341,33.695145,-49.755878
40.305141,33.600092,-49.730470
41.993780,33.505006,-49.705300
44.266663,33.409894,-49.680362
47.107844,33.314763,-49.655644
50.128782,33.219558,-49.631120
55.655670,33.124298,-49.606778
62.770289,33.028999,-49.582606
71.381084,32.933658,-49.558583
82.350986,32.838271,-49.534688
95.905914,32.742829,-49.510900
109.518149,32.647246,-49.487182
121.767014,32.551569,-49.463533
139.206488,32.455877,-49.439962
152.866850,32.360157,-49.416456
162.116924,32.264397,-49.393007
163.783214,32.168551,-49.369599
157.899418,32.072579,-49.346222
144.024451,31.976499,-49.322883
130.456724,31.880408,-49.299611
114.643320,31.784289,-49.276410
98.052171,31.688118,-49.253285
84.336705,31.591845,-49.230239
72.201845,31.495450,-49.207284
61.741083,31.398951,-49.184444
53.278293,31.302411,-49.161759
45.898746,31.205809,-49.139250
40.179930,31.109112,-49.116939
35.973425,31.012293,-49.094851
32.477997,30.915332,-49.073013
29.664031,30.818267,-49.051463
27.406660,30.721120,-49.030236
25.617061,30.623874,-49.009356
24.280528,30.526512,-48.988846
23.383617,30.429020,-48.968725
22.354571,30.331389,-48.949008
21.928289,30.233683,-48.929728
21.518809,30.135891,-48.910891
21.429707,30.037992,-48.892502
21.526661,29.939981,-48.874563
21.643416,29.841859,-48.857073
22.006473,29.743657,-48.840033
22.521276,29.645405,-48.823442
23.432265,29.547069,-48.807284
24.637349,29.448653,-48.791541
26.244415,29.350167,-48.776194
28.143431,29.251630,-48.761223
30.754032,29.153086,-48.746606
34.052468,29.054509,-48.732311
38.426978,28.955889,-48.718303
44.281559,28.857243,-48.704552
52.417858,28.758584,-48.691026
64.435259,28.659938,-48.677692
81.676583,28.561295,-48.664514
108.285215,28.462640,-48.651457
153.967181,28.363983,-48.638493
248.246442,28.265328,-48.625594
549.055347,28.166681,-48.612737
-7921.608311,28.068037,-48.599899
-559.554994,27.969387,-48.587059
-314.440990,27.870725,-48.574201
-232.693087,27.772045,-48.561308
-193.977865,27.673339,-48.548370
-174.771997,27.574622,-48.535380
-165.613694,27.475893,-48.522331
-164.756503,27.377135,-48.509218
-169.117074,27.278328,-48.496038
-174.938592,27.179452,-48.482789
-189.221941,27.080538,-48.469479
-212.200893,26.981612,-48.456114
-250.549368,26.882658,-48.442698
-325.257614,26.783660,-48.429236
-435.198733,26.684605,-48.415735
-627.181847,26.585524,-48.402208
-1010.691116,26.486436,-48.388663
-1944.587912,26.387335,-48.375106
-6300.924647,26.288224,-48.361543
14625.634362,26.189105,-48.347976
5312.634462,26.090011,-48.334414
5979.423326,25.990924,-48.320854
41523.004439,25.891855,-48.307298
-3863.755694,25.792824,-48.293747
-1583.206242,25.693856,-48.280202
-786.939864,25.594983,-48.266663
-504.227632,25.496143,-48.253116
-372.452685,25.397355,-48.239556
-293.785969,25.298657,-48.225982
-249.296676,25.200086,-48.212391
-200.275347,25.101670,-48.198781
-178.400301,25.003291,-48.185127
-159.321593,24.904974,-48.171426
-147.167219,24.806757,-48.157676
-139.601426,24.708669,-48.143878
-133.662608,24.610705,-48.130026
-134.021476,24.512767,-48.116104
-136.537149,24.414872,-48.102115
-142.831967,24.317032,-48.088062
-152.763503,24.219256,-48.073949
-170.061806,24.121514,-48.059777
-199.164625,24.023780,-48.045549
-250.203393,23.926049,-48.031271
-360.903923,23.828307,-48.016954
-657.455490,23.730537,-48.002604
-1707.374366,23.632717,-47.988232
2957.029302,23.534884,-47.973852
927.582413,23.437022,-47.959471
596.252703,23.339112,-47.945093
468.034215,23.241129,-47.930721
422.410460,23.143050,-47.916355
388.409126,23.044959,-47.902011
407.556265,22.946853,-47.887691
483.409692,22.848717,-47.873389
793.740834,22.750480,-47.859093
3027.755557,22.652138,-47.844794
-982.275831,22.553829,-47.830503
-358.261561,22.455565,-47.816207
-199.488260,22.357296,-47.801881
-134.390201,22.258987,-47.787500
-97.943950,22.160679,-47.773044
-76.849852,22.062482,-47.758502
-59.712174,21.964391,-47.743846
-51.435759,21.866313,-47.729026
-44.447713,21.768278,-47.714019
-39.876495,21.670349,-47.698805
-34.103801,21.572573,-47.683363
-31.364524,21.474855,-47.667643
-28.597168,21.377227,-47.651620
-26.761896,21.279721,-47.635271
-24.546046,21.182367,-47.618577
-23.610645,21.085098,-47.601497
-22.762437,20.987932,-47.584016
-22.271566,20.890881,-47.566122
-21.682903,20.793955,-47.547806
-21.690838,20.697111,-47.529051
-21.780423,20.600343,-47.509854
-22.211601,20.503648,-47.490217
-22.324069,20.407013,-47.470143
-23.256225,20.310462,-47.449644
-24.332568,20.213988,-47.428733
-25.919577,20.117582,-47.407428
-27.475721,20.021213,-47.385745
-30.005857,19.924884,-47.363709
-34.078796,19.828634,-47.341358
-39.844809,19.732449,-47.318728
-48.436701,19.636261,-47.295847
-59.030316,19.540042,-47.272749
-82.859115,19.443909,-47.249503
-141.419962,19.347859,-47.226156
-350.493151,19.251772,-47.202727
-3287.141847,19.155635,-47.179255
456.799872,19.059575,-47.155799
276.261370,18.963549,-47.132371
272.681741,18.867468,-47.108964
371.985263,18.771325,-47.085576
1348.635495,18.675197,-47.062218
-419.083880,18.579043,-47.038859
-150.226432,18.482840,-47.015463
-85.206078,18.386569,-46.991981
-56.377007,18.290286,-46.968376
-40.551101,18.194001,-46.944589
-29.917659,18.097677,-46.920538
-26.622889,18.001277,-46.896137
-22.693066,17.904957,-46.871369
-20.330146,17.808681,-46.846163
-18.803283,17.712420,-46.820459
-17.961998,17.616209,-46.794224
-16.911039,17.520139,-46.767452
-16.259638,17.424189,-46.740104
-15.721987,17.328339,-46.712148
-15.320101,17.232637,-46.683575
-15.065451,17.137118,-46.654378
-15.160482,17.041770,-46.624543
-14.524621,16.946582,-46.594062
-14.904166,16.851592,-46.562930
-15.483544,16.756810,-46.531163
-16.083949,16.662241,-46.498786
-16.368615,16.567898,-46.465827
-17.690430,16.473748,-46.432296
-19.157022,16.379809,-46.398241
-20.841324,16.286103,-46.363716
-23.543666,16.192581,-46.328751
-27.125868,16.099239,-46.293402
-33.016749,16.006108,-46.257742
-42.936105,15.913159,-46.221830
-60.021891,15.820336,-46.185719
-102.074238,15.727676,-46.149495
-341.171218,15.635219,-46.113245
1011.514537,15.542797,-46.076974
227.990511,15.450436,-46.040736
150.020603,15.358165,-46.004577
131.785669,15.265951,-45.968509
130.649744,15.173746,-45.932522
150.252802,15.081582,-45.896630
224.028193,14.989450,-45.860818
717.337532,14.897341,-45.825061
-351.814986,14.805290,-45.789338
-112.492418,14.713287,-45.753602
-67.425387,14.621300,-45.717778
-43.577023,14.529451,-45.681850
-30.104370,14.437746,-45.645735
-24.470582,14.346114,-45.609306
-19.924135,14.254639,-45.572510
-16.485826,14.163433,-45.535294
-14.729272,14.072446,-45.497537
-12.790355,13.981717,-45.459169
-11.442724,13.891321,-45.420121
-10.572668,13.801291,-45.380311
-9.644534,13.711657,-45.339672
-8.953154,13.622438,-45.298120
-8.474452,13.533710,-45.255606
-8.158002,13.445493,-45.212075
-7.895617,13.357815,-45.167488
-7.778259,13.270736,-45.121835
-7.747508,13.184268,-45.075102
-7.823165,13.098415,-45.027289
-7.907668,13.013203,-44.978421
-8.249745,12.928593,-44.928498
-8.604322,12.844567,-44.877560
-9.096726,12.761128,-44.825669
-9.918843,12.678220,-44.772862
-10.325109,12.595818,-44.719213
-10.580824,12.513871,-44.664738
-11.013736,12.432412,-44.609491
-10.835844,12.351406,-44.553477
-10.396448,12.270826,-44.496662
-9.783155,12.190812,-44.439100
-9.011509,12.111310,-44.380675
-7.875648,12.032446,-44.321363
-7.237679,11.954352,-44.261094
-6.785866,11.877078,-44.199764
-6.536656,11.800727,-44.137344
-6.494010,11.725342,-44.073802
-6.735273,11.650905,-44.009115
-6.847141,11.577444,-43.943356
-7.724954,11.504861,-43.876507
-8.184588,11.433147,-43.808724
-9.298004,11.362146,-43.739991
-10.126092,11.291804,-43.670418
-10.546559,11.222087,-43.600090
-11.280258,11.152919,-43.528998
-11.133225,11.084341,-43.457243
-11.024447,11.016368,-43.384840
-10.599564,10.949000,-43.311767
-9.780803,10.882279,-43.238009
-9.230033,10.816319,-43.163589
-8.499601,10.751111,-43.088392
-8.209991,10.686792,-43.012454
-7.776006,10.623433,-42.935779
-7.585826,10.560990,-42.858220
-7.584003,10.499587,-42.779879
-7.519939,10.439147,-42.700642
-7.921885,10.379740,-42.620602
-8.389721,10.321306,-42.539769
-8.998311,10.263808,-42.458207
-9.442074,10.207214,-42.375999
-9.395278,10.151502,-42.293195
-9.498370,10.096688,-42.209833
-8.786877,10.042842,-42.126011
-8.200076,9.990002,-42.041669
-7.449756,9.938327,-41.956907
-6.560334,9.887866,-41.871584
-5.984773,9.838824,-41.785743
-5.550253,9.791308,-41.699296
-5.159213,9.745410,-41.612159
-5.039419,9.701255,-41.524342
-4.901363,9.658831,-41.435694
-4.859428,9.618186,-41.346212
-4.848372,9.579327,-41.255856
-5.123633,9.542226,-41.164568
-5.125598,9.506824,-41.072363
-5.572303,9.473081,-40.979215
-6.110805,9.440890,-40.885155
-6.189954,9.410128,-40.790172
-7.184857,9.380757,-40.694337
-7.350609,9.352669,-40.597789
-8.046632,9.325830,-40.500646
-8.654397,9.300152,-40.402929
-9.130301,9.275594,-40.304807
-9.648968,9.252112,-40.206370
-10.005156,9.229668,-40.107688
-10.116770,9.208233,-40.008816
-10.500743,9.187809,-39.909860
-9.914151,9.168376,-39.810829
-10.019872,9.149961,-39.711719
-9.887322,9.132574,-39.612579
-9.674645,9.116228,-39.513447
-10.042718,9.100916,-39.414245
-10.282247,9.086615,-39.315019
-10.797015,9.073292,-39.215754
-11.472224,9.060896,-39.116434
-12.339817,9.049376,-39.017102
-13.454412,9.038667,-38.917733
-15.006224,9.028698,-38.818336
-16.787179,9.019399,-38.718944
-16.865451,9.010705,-38.619523
-17.021407,9.002605,-38.520138
-16.039592,8.995100,-38.420777
-14.158875,8.988226,-38.321466
-13.727321,8.982052,-38.222310
-12.388765,8.976607,-38.123149
-11.172820,8.971963,-38.024049
-10.280826,8.968202,-37.925048
-9.298043,8.965400,-37.826054
-8.471182,8.963654,-37.727147
-8.086255,8.963056,-37.628261
-8.002561,8.963659,-37.529422
-8.075782,8.965479,-37.430607
-8.400783,8.968505,-37.331751
-9.200967,8.972685,-37.232932
-10.072414,8.977935,-37.134073
-11.222279,8.984163,-37.035144
-13.248876,8.991263,-36.936227
-14.847659,8.999120,-36.837263
-16.539068,9.007650,-36.738248
-17.044608,9.016785,-36.639271
-16.514589,9.026504,-36.540339
-15.074298,9.036822,-36.441494
-13.312844,9.047788,-36.342790
-11.648221,9.059475,-36.244312
-10.543267,9.071990,-36.145998
-9.553829,9.085404,-36.047983
-8.650118,9.099814,-35.950251
-8.202382,9.115312,-35.852798
-7.524909,9.131965,-35.755680
-7.465556,9.149870,-35.658801
-7.301020,9.169054,-35.562170
-7.431875,9.189549,-35.465725
-8.157436,9.211332,-35.369454
-8.378065,9.234334,-35.273283
-9.531237,9.258504,-35.177182
-9.286598,9.283723,-35.081254
-9.986470,9.310009,-34.985384
-9.390134,9.337273,-34.889772
-9.019461,9.365570,-34.794373
-8.465051,9.394932,-34.699258
-7.412799,9.425419,-34.604524
-6.957631,9.457177,-34.510159
-6.118747,9.490273,-34.416335
-5.817949,9.524858,-34.323093
-5.678887,9.561045,-34.230408
-5.520952,9.598855,-34.138360
-5.540848,9.638342,-34.046934
-5.774520,9.679500,-33.956133
-5.833111,9.722301,-33.865906
-6.400707,9.766678,-33.776305
-6.972014,9.812562,-33.687200
-7.918606,9.859816,-33.598574
-9.511279,9.908263,-33.510411
-10.852251,9.957771,-33.422562
-13.216653,10.008117,-33.335123
-14.493318,10.059166,-33.248041
-15.487109,10.110831,-33.161305
-15.421599,10.163039,-33.074960
-13.351145,10.215790,-32.989022
-12.476611,10.269099,-32.903613
-10.463789,10.323103,-32.818655
-9.585249,10.377816,-32.734363
-8.073102,10.433440,-32.650636
-7.756028,10.490065,-32.567619
-7.213462,10.547705,-32.485434
-7.021725,10.606478,-32.404050
-7.412244,10.666327,-32.323590
-7.305490,10.727224,-32.244019
-7.530066,10.789152,-32.165341
-7.983380,10.852061,-32.087559
-7.991151,10.915890,-32.010650
-8.171351,10.980630,-31.934591
-8.623090,11.046284,-31.859331
-8.760107,11.112783,-31.784874
-8.878681,11.180135,-31.711172
-8.936595,11.248353,-31.638189
-8.839625,11.317432,-31.565927
-8.270845,11.387435,-31.494354
-8.101139,11.458399,-31.423523
-8.086668,11.530381,-31.353430
-7.903536,11.603400,-31.284082
-8.240155,11.677431,-31.215528
-8.636479,11.752468,-31.147731
-9.289765,11.828416,-31.080704
-10.244962,11.905195,-31.014416
-12.136847,11.982699,-30.948819
-14.473717,12.060809,-30.883826
-19.345406,12.139340,-30.819402
-28.008218,12.218134,-30.755453
-38.214285,12.297144,-30.691818
-56.988593,12.376186,-30.628503
-79.949222,12.455214,-30.565438
-103.074524,12.534250,-30.502534
-111.333666,12.613217,-30.439816
-93.881514,12.692121,-30.377269
-77.234185,12.771011,-30.314873
-53.576876,12.849837,-30.252701
-39.925799,12.928665,-30.190768
-30.742028,13.007568,-30.129098
-23.919873,13.086524,-30.067803
-19.743665,13.165587,-30.006951
-17.454526,13.244880,-29.946553
-15.681433,13.324398,-29.886696
-14.010328,13.404160,-29.827447
-13.235981,13.484292,-29.768794
-12.464880,13.564838,-29.710762
-12.047822,13.645826,-29.653381
-11.828690,13.727252,-29.596689
-11.458913,13.809215,-29.540642
-11.836005,13.891775,-29.485219
-11.912959,13.974818,-29.430483
-12.090928,14.058409,-29.376381
-12.625939,14.142648,-29.322836
-13.250836,14.227450,-29.269870
-13.652130,14.312694,-29.217520
-13.961847,14.398456,-29.165716
-14.873221,14.484778,-29.114411
-15.369704,14.571531,-29.063644
-15.927734,14.658681,-29.013407
-16.608886,14.746234,-28.963670
-17.730524,14.834214,-28.914394
-18.139278,14.922578,-28.865565
-19.325644,15.011245,-28.817206
-20.771974,15.100219,-28.769282
-21.798984,15.189511,-28.721748
-23.032245,15.279108,-28.674585
-24.966080,15.368916,-28.627811
-26.938197,15.458919,-28.581400
-27.264948,15.549067,-28.535346
